customer_id,age,tenure_months,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,gender,churn
CUST02993,73,60,74.09541077614179,1707.6961339946345,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST02994,53,51,22.198275723327722,4446.440187721251,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,Female,0
CUST02995,37,21,100.34567828608586,1024.1927502990798,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,Female,1
CUST02996,21,8,28.202308553818042,3588.8178759148673,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,Female,1
CUST02997,71,65,34.02125089995688,4567.831499241802,No,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,Male,0
CUST02998,24,30,104.53259355400469,4853.2882729419125,No,No,No,No,Yes,No,No,One year,No,Mailed check,Male,0
CUST02999,71,49,60.62348239857113,2936.9197993200873,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Male,0
CUST03000,18,9,65.24391985207288,629.1584244882936,No,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,Male,1
CUST03001,61,17,83.28492000782165,5249.502049633568,No,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,Female,1
CUST03002,73,69,147.21519133171861,3917.686246417157,No,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,Male,0
CUST03003,62,58,145.50748869603234,1112.29335576531,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST03004,59,57,74.11392991680977,7488.290235860675,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,Male,0
CUST03005,64,62,54.51489823837668,7646.235924223877,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer,Male,0
CUST03006,76,52,59.33697984633505,6855.718113054324,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,Male,0
CUST03007,30,61,54.94156876100853,6754.0690381304275,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,Female,0
CUST03008,72,40,89.1919549284315,807.396781427088,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,Male,0
CUST03009,39,38,98.89177501412071,7947.492474468891,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,Male,1
CUST03010,71,43,83.54132046985659,3215.037825312578,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,Male,1
CUST03011,38,63,73.0392670922598,1321.706504619566,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,Female,0
CUST03012,39,19,47.46705488409191,6500.571791173425,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,Female,1
CUST03013,45,50,82.72572687967474,1821.3315323352015,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,Female,0
CUST03014,26,33,64.34335279431954,4218.87905894334,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST03015,43,13,90.40741016378458,1041.568200323422,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,Female,1
CUST03016,26,62,107.77462401651111,3807.6728717415904,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,Male,0
CUST03017,32,43,102.33058267675938,4473.969117355479,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card,Female,1
CUST03018,27,49,80.12372735272714,3578.473200411715,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Male,0
CUST03019,41,36,92.28681515639492,574.5048615261709,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,Female,0
CUST03020,75,10,57.031297024898755,3889.8134640504513,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Male,1
CUST03021,74,6,23.15123367291066,3762.1638906577105,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,Female,1
CUST03022,78,57,101.25252904185353,2107.729812779577,No,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,Male,0
CUST03023,59,1,52.8339126878993,7374.380765266344,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,Female,1
CUST03024,25,71,106.96398230887569,3353.982814932084,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,Female,0
CUST03025,41,58,117.11110494760472,6915.644053647154,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,Female,0
CUST03026,33,21,139.07060699349154,895.1173604748664,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Male,1
CUST03027,66,56,144.55596341234968,2564.640727965328,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,Female,1
CUST03028,43,20,21.368386020261187,1427.1202130689594,No,No,No,No,No,No,No,One year,No,Bank transfer,Male,0
CUST03029,44,54,148.74864721610285,3279.118087028576,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer,Male,0
CUST03030,54,25,108.79238140424093,910.8607636236112,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,Female,1
CUST03031,21,28,103.6581408486446,3539.4577506480514,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,Male,0
CUST03032,67,5,21.977702375396202,2843.888532716926,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,Female,1
CUST03033,41,21,131.96034354527586,1802.0540772465615,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card,Male,1
CUST03034,36,18,38.91388814221743,5144.591707363514,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,Female,1
CUST03035,53,47,128.85292001129534,7608.273675419699,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Male,0
CUST03036,77,70,22.02313101363308,1672.7655189257032,No,No,No,Yes,No,No,Yes,Two year,No,Mailed check,Male,0
CUST03037,56,57,103.97535412489097,5700.090902389634,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card,Female,0
CUST03038,27,19,76.52419939007761,5944.199496268809,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Female,0
CUST03039,42,65,46.09967477771357,3995.001721078382,No,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,Male,0
CUST03040,35,3,33.98298093015644,7183.393401882525,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,Male,1
CUST03041,36,42,77.21660055102244,7731.792727197424,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,Female,1
CUST03042,53,21,36.029754691785215,2910.7266873897183,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,Male,0
CUST03043,27,40,83.23805951983618,5215.245718065436,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Male,1
CUST03044,50,67,101.27821762487079,5304.456690842895,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,Male,0
CUST03045,72,25,127.55994516895656,3241.0114994949863,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer,Male,1
CUST03046,67,55,108.22442683377267,2547.9927744670213,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card,Male,0
CUST03047,22,52,28.47596967179956,7471.278701857952,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,Female,0
CUST03048,64,44,59.96622923121883,6324.052763515148,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,Male,0
CUST03049,66,56,57.437219031225055,933.4272364768622,No,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,Female,0
CUST03050,52,55,138.95421505124096,976.6748912473984,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,Male,1
CUST03051,61,70,132.81166577105927,7381.891295445556,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,Female,0
CUST03052,51,66,68.1192293855542,669.6499249148569,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,Female,0
CUST03053,50,19,29.25018326473554,5513.602343020463,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer,Female,0
CUST03054,72,7,136.23395131461535,1829.5308106164055,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,Male,1
CUST03055,38,63,135.46469388534433,300.7790350781169,No,No,No,No,Yes,No,No,One year,Yes,Credit card,Male,0
CUST03056,34,42,131.11699716399426,495.9076177191198,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,Female,0
CUST03057,39,42,129.8606129056152,3000.7063873629054,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,Male,0
CUST03058,65,59,82.4330201412001,639.1558444811301,No,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,Female,0
CUST03059,54,20,43.06611479244777,4781.180815468963,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,Female,1
CUST03060,32,17,82.0734465601156,5185.091000765124,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer,Male,1
CUST03061,52,27,84.29771018703043,3000.279204424731,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,Male,1
CUST03062,45,47,83.69112792183189,5948.1670442324385,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,Male,0
CUST03063,24,2,90.0404361949651,3930.5393109532265,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,Male,1
CUST03064,49,63,53.49541298885016,3453.223457148615,No,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,Female,0
CUST03065,28,62,67.61135354736996,3267.764948545198,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,Female,0
CUST03066,27,19,76.44425695525103,3460.229769017388,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,Male,0
CUST03067,26,17,37.04575723714498,7743.74344647666,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,Female,0
CUST03068,31,69,79.19733749299506,5457.628339106733,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,Male,0
CUST03069,30,39,125.36105021904709,2535.374580345578,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Female,1
CUST03070,78,71,127.64774055527391,5876.201764240411,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,Male,0
CUST03071,74,39,73.50329034713394,2655.53375881687,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Male,0
CUST03072,79,36,87.44508057096596,1023.2049641217161,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Female,1
CUST03073,42,40,24.374543177557364,3813.3756524960795,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,Male,0
CUST03074,19,45,107.6762323409176,6013.170395924544,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,Female,0
CUST03075,52,4,72.59876478309221,3033.726088880823,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,Female,1
CUST03076,24,25,77.91209880083495,6956.009653537796,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,Female,1
CUST03077,38,69,133.5774545333694,3107.8825786203233,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,Male,0
CUST03078,35,30,80.03847649287908,2811.715423543719,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,Female,0
CUST03079,20,68,22.75499200962086,7985.986432628867,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Female,0
CUST03080,59,29,49.57381581297811,3870.126743460722,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,Male,0
CUST03081,71,68,81.83067986007367,6445.665253513778,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer,Male,0
CUST03082,78,51,75.17151805730964,6443.804687358182,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,Male,0
CUST03083,56,24,131.8481178464625,7412.427310051451,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,Female,1
CUST03084,58,14,90.47787620980166,697.4625345134232,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,Female,1
CUST03085,66,69,109.65264644896573,2184.3378058862017,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,Female,0
CUST03086,28,18,81.0120286156511,6146.629770540543,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,Male,0
CUST03087,56,42,77.15524542769144,4509.559909340548,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Male,0
CUST03088,41,57,78.01726690166566,4485.727239989181,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card,Female,0
CUST03089,77,12,73.41980406019906,1346.3981089245217,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,Male,1
CUST03090,63,17,90.01584016104644,2263.6010526291598,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,Female,0
CUST03091,36,30,52.55764222796848,4180.246004019541,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,Male,1
CUST03092,21,23,135.83717519943673,2231.907290103477,DSL,No,No,Yes,No,No,No,One year,No,Credit card,Male,1
CUST03093,43,1,63.30112125220348,1698.0566857357464,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,Male,1
CUST03094,55,32,39.17809844305509,720.2933250445691,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,Male,1
CUST03095,59,9,32.551562217706866,1262.6935751482977,No,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,Female,1
CUST03096,49,15,21.74497896561659,6155.564744685944,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,Female,1
CUST03097,56,28,74.97129021369199,5755.85786106603,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,Female,0
CUST03098,62,24,44.389428510905205,385.7528011027186,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Female,1
CUST03099,63,60,22.814227336342228,1642.2070010460059,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,Female,0
CUST03100,53,35,87.60254101763809,4492.433666927076,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,Male,0
CUST03101,57,27,108.39721132459898,2594.5701970094497,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,Male,1
CUST03102,54,20,31.147636618443567,6589.531829382653,No,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,Male,0
CUST03103,50,65,79.91970047955576,6284.214675143932,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Male,0
CUST03104,53,49,116.67172821809707,7134.812852505714,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,Female,0
CUST03105,20,1,148.15488673109527,4512.191227410825,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,Female,1
CUST03106,26,10,106.73474480353292,2829.5703088766063,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,Male,1
CUST03107,25,47,51.82914160523768,4856.396275555644,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,Female,0
CUST03108,50,59,113.15197317126994,731.3107043687532,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card,Female,0
CUST03109,76,62,97.7308254865779,96.49642157691154,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,Female,0
CUST03110,23,18,47.5339075156012,156.40629056043582,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,Male,1
CUST03111,58,46,130.64440736018213,3272.192644715045,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,Female,1
CUST03112,56,32,75.56257553958811,1840.059200942445,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,Male,1
CUST03113,21,27,145.05709511543637,1275.5548922843805,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,Female,1
CUST03114,30,18,113.97713096821114,4930.301604633,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,Male,1
CUST03115,66,39,103.79321010213688,7960.858440053185,No,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer,Male,0
CUST03116,77,49,114.68586887195305,1438.4705648519803,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,Male,1
CUST03117,19,44,82.1526124463688,4380.442965227232,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,Male,0
CUST03118,77,54,85.67944211421761,975.4255617191524,No,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,Male,0
CUST03119,22,34,130.6569601078167,7475.206799755669,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,Female,1
CUST03120,61,71,108.52070976365538,2348.2062451932684,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,Male,0
CUST03121,44,36,136.64163227491343,7029.15176394616,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card,Female,1
CUST03122,49,18,135.8074779646549,2278.949985218007,No,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,Female,1
CUST03123,38,38,146.9437044257524,6452.298791890022,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,Male,1
CUST03124,25,59,111.02790564989344,1690.863040897266,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,Female,0
CUST03125,55,9,85.29922329602647,2356.4596526244864,No,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,Female,1
CUST03126,25,51,41.62052102718071,1555.953415920999,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card,Female,0
CUST03127,67,35,111.69947275416425,2128.7938252402523,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,Male,0
CUST03128,20,5,57.905103178790995,6682.228727559856,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Female,1
CUST03129,71,14,56.78318384485306,5119.479330422646,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer,Female,0
CUST03130,61,30,50.97741093824885,3258.9197573210477,No,Yes,No,No,No,No,No,One year,Yes,Mailed check,Male,0
CUST03131,78,4,133.76586745568852,7772.737796115607,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Male,1
CUST03132,75,39,132.83537806868057,3729.5949864939985,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,Female,1
CUST03133,20,64,102.02615783310756,7758.684570645634,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,Female,0
CUST03134,39,25,81.48752757819565,1588.7636448286646,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,Female,1
CUST03135,23,28,107.37487981284387,7239.014648377296,No,No,No,No,Yes,No,No,One year,Yes,Mailed check,Female,1
CUST03136,19,66,98.93982853879079,130.3011886980076,No,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,Female,0
CUST03137,40,22,74.04545228204036,4371.519554878744,No,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,Male,0
CUST03138,61,31,69.35201277313246,3395.958106450278,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Male,0
CUST03139,19,23,69.76326005889553,4210.201006866395,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,Female,1
CUST03140,55,48,96.58734241028498,4436.489758942638,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,Female,1
CUST03141,34,20,104.19701629570737,3124.4702054603335,No,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,Female,1
CUST03142,52,38,78.72642795700746,7985.618818151039,No,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,Female,1
CUST03143,51,55,145.9298885276956,7812.527378598994,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,Male,0
CUST03144,40,68,30.899943340582535,7694.72810610267,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,Male,0
CUST03145,47,1,65.11611337399101,7833.098678065171,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,Female,1
CUST03146,69,7,74.47970880630731,6348.238942179801,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Female,1
CUST03147,25,57,22.199774650442606,7908.952022630128,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,Male,0
CUST03148,39,12,67.44443439686927,7141.034597695632,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,Male,0
CUST03149,61,5,55.58228923246953,3339.1424435187205,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Male,0
CUST03150,75,50,85.7847151295725,6282.521324899594,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,Female,0
CUST03151,53,42,63.733371133825,7298.3014041024935,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,Female,0
CUST03152,22,12,114.40367754303996,5706.596467224998,No,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,Female,1
CUST03153,30,18,86.2912244029943,3393.8030777135195,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,Male,1
CUST03154,46,66,36.86909035451437,545.0061312910735,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,Female,0
CUST03155,48,17,117.50797213876514,6481.38155774349,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,Male,1
CUST03156,64,68,32.89975649074796,7622.888127549233,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,Male,0
CUST03157,74,71,129.07639185031644,2912.456816634812,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST03158,72,62,141.08488523120852,1232.2102868917382,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,Male,1
CUST03159,33,41,61.917887724031004,2625.5006389750347,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,Male,0
CUST03160,59,34,140.39854232418102,4669.326418262405,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,Female,0
CUST03161,79,70,123.09106068592997,2549.0934461922448,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,Female,0
CUST03162,47,45,139.9166294304901,4892.737466966904,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,Male,1
CUST03163,74,58,106.6151177997102,7735.480813312152,No,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,Female,0
CUST03164,72,51,50.633725124784846,5372.461256595307,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,Male,0
CUST03165,33,34,136.28802079842643,2914.021742959261,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,Male,0
CUST03166,29,44,43.95445990219669,7487.308712342849,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,Female,0
CUST03167,34,15,47.697871632279615,4533.7694442351285,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,Male,1
CUST03168,33,70,55.23818871824729,1044.411740289882,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,Male,0
CUST03169,29,50,59.552020493256,4001.868421446217,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,Male,0
CUST03170,25,32,86.88235347703397,5236.018830382198,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Male,0
CUST03171,37,67,112.74945685642572,6709.2698392175735,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Female,0
CUST03172,20,3,140.4070626720889,7493.084757927026,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Male,1
CUST03173,33,51,31.496886353615317,2552.980747056754,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,Female,0
CUST03174,47,67,144.06801708967066,1260.9886653507135,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,Male,0
CUST03175,62,48,139.77198572258573,609.1525647071817,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,Female,1
CUST03176,40,17,27.019907983535063,5912.069729612097,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,Female,1
CUST03177,45,7,66.84174789990315,6365.362856669147,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card,Male,1
CUST03178,68,13,125.70864073891374,3286.7975528867714,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,Male,1
CUST03179,57,66,99.50495091232214,3179.4847492455597,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,Female,0
CUST03180,71,4,121.28221263963015,7634.811512603963,No,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,Male,1
CUST03181,22,10,113.47433404268537,7335.116974141013,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer,Male,1
CUST03182,37,17,84.58011470653126,1881.461897298005,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,Female,1
CUST03183,57,52,25.35834597372094,6250.845029043462,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,Male,0
CUST03184,73,6,95.95486626838513,4989.149161938862,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Female,1
CUST03185,61,69,26.313664897708477,1250.6974581747265,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,Female,0
CUST03186,18,9,98.48447327956701,2867.0329557507516,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,Male,1
CUST03187,74,21,124.05341212417817,1436.23407163371,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card,Male,1
CUST03188,47,24,96.04892733124942,2375.3451897982723,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,Male,1
CUST03189,38,4,149.6128345930206,4930.1033826713465,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,Female,1
CUST03190,37,24,79.2626450234563,3014.6184589266486,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Male,0
CUST03191,23,59,117.34757026851837,3164.5949682901405,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST03192,39,3,106.73772792644797,4326.385395085174,No,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,Male,1
CUST03193,35,68,148.88611990255143,716.0486279569476,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Female,0
CUST03194,25,40,112.71847066002367,5915.602372998331,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,Male,0
CUST03195,56,48,41.323995089720626,3225.6420766384535,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,Male,0
CUST03196,49,54,144.2173018342413,3853.568763854515,No,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,Female,0
CUST03197,50,35,106.81103943794898,7794.911836259961,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,Male,0
CUST03198,70,56,27.713970004830685,2768.047768779667,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,Female,0
CUST03199,33,40,105.48387975199962,5192.7871090719245,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,Male,1
